MER Version,Tab,List,Indicator,HasIndicatorLink,Description,Table Data (in Markdown),Images,Links 
2.1,Adjustments from MER 2.0,Not specified,DREAMS Specific Guidance,FALSE,"In addition to required MER reporting, it is essential that all DREAMS (Determined, Resilient, Empowered, AIDS-free, Mentored, and Safe) countries – Kenya, Lesotho, Malawi, Mozambique, South Africa, Swaziland, Tanzania, Uganda, Zambia, and Zimbabwe – ensure that all implementing Partners in DREAMS SNUs report their results for and use data from all DREAMS-related indicators and their required disaggregations. DREAMS countries are encouraged to monitor interventions progress using custom indicators for program components that do not have existing MER indicators (e.g., contraceptive method mix, condom promotion and provision). Appendix 3 includes a full list of the DREAMS-related indicators reported for MER 2.0 and the required disaggregation for each indicator. Please note there are also specific reporting requirements for narratives. MER 2.0 Indicators.
**Reporting frequency by program area (quarterly, semi-annual, annual)**

|          |    Program Area Group               |    Indicator Code    |    Indicator Name                                                                                                                                                                                                                                                                |    Reporting Frequency    |
|----------|-------------------------------------|----------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------|
|    1     |    Prevention                       |    PREP_NEW          |    Number of individuals who have   been newly enrolled on (oral) antiretroviral pre-exposure prophylaxis (PrEP)   to prevent HIV infection in the reporting period.                                                                                                             |    Quarterly              |
|    2     |    Prevention                       |    VMMC_CIRC         |    Number of males circumcised as   part of the voluntary medical male circumcision (VMMC) for   HIV   prevention program within the reporting period                                                                                                                            |    Quarterly              |
|    3     |    90: Knowing   Your HIV Status    |    HTS_TST           |    Number of   individuals who received HIV Testing Services (HTS) and received their test   results, disaggregated by HIV result                                                                                                                                                |    Quarterly              |
|    4     |    90: Knowing   Your HIV Status    |    PMTCT_STAT        |    Percentage of   pregnant women with known HIV status at antenatal care (includes those who   already knew their HIV status prior to ANC), disaggregated by HIV result                                                                                                         |    Quarterly              |
|    5     |    90: Knowing   Your HIV Status    |    PMTCT_EID         |    Percentage of infants born to   HIV-positive women who had a virologic HIV test done within 12 months of   birth, disaggregated by HIV result                                                                                                                                 |    Quarterly              |
|    6     |    90-90: On ART                    |    TX_NEW            |    Number of adults and children   newly enrolled on antiretroviral therapy (ART)                                                                                                                                                                                                |    Quarterly              |
|    7     |    90-90: On ART                    |    TX_CURR           |    Number of adults   and children currently receiving antiretroviral therapy (ART)                                                                                                                                                                                              |    Quarterly              |
|    8     |    90-90: On ART                    |    PMTCT_ART         |    Percentage of HIV-positive   pregnant women who received ART to reduce the risk of mother-to-   child-transmission (MTCT) during pregnancy                                                                                                                                    |    Quarterly              |
|    9     |    Prevention                       |    KP_PREV           |    Number of key populations   reached with individual and/or small group-level HIV prevention interventions   designed for the target   population                                                                                                                              |    Semi-Annual            |
|    10    |    Prevention                       |    PP_PREV           |    Number of the priority   populations (PP) reached with the standardized, evidence-based   intervention(s) required that are designed to promote the adoption of HIV   prevention behaviors and service uptake                                                                 |    Semi-Annual            |
|    11    |    Prevention                       |    TB_PREV           |    Proportion of ART patients who   completed a standard course of TB preventive therapy within the reporting   period                                                                                                                                                           |    Semi-Annual            |
|    12    |    90: Knowing   Your HIV Status    |    TB_STAT           |    Percentage of new and relapse TB   cases with documented HIV status, disaggregated by HIV   result                                                                                                                                                                            |    Semi-annual            |
|    13    |    90-90: On ART                    |    TB_ART            |    Percentage of   HIV-positive new and relapsed TB cases on ART during TB treatment                                                                                                                                                                                             |    Semi-Annual            |
|    14    |    90-90: On ART                    |    TX_TB             |    The proportion of   ART patients who were screened who are receiving TB treatment                                                                                                                                                                                             |    Semi-Annual            |
|    15    |    Prevention                       |    OVC_SERV          |    Number of beneficiaries served   by PEPFAR OVC programs for children and families affected by   HIV                                                                                                                                                                           |    Semi-Annual            |
|    16    |    90: Knowing   Your HIV Status    |    OVC_HIVSTAT       |    Percentage of orphans and   vulnerable children (<18 years old) with HIV status reported to   implementing partner (including status not   reported), disaggregated by status type                                                                                            |    Semi-Annual            |
|    17    |    Health Systems                   |    SC_STOCK          |    Percentage of   storage sites where commodities are stocked according to plan, by level in   supply   system                                                                                                                                                                  |    Semi-Annual            |
|    18    |    Prevention                       |    KP_MAT            |    Number of people   who inject drugs (PWID) on medication-assisted therapy (MAT)                                                                                                                                                                                               |    Annual                 |
|    19    |    Prevention                       |    GEND_GBV          |    Number of people receiving   post-gender based violence (GBV) clinical care based on the minimum package   NOTE: The indicator DOES NOT measure delivery of GBV prevention   activities.                                                                                      |    Annual                 |
|    20    |    Prevention                       |    FPINT_SITE        |    Number of HIV service delivery   points (SDP) at a site supported by PEPFAR that are providing integrated   voluntary family planning (FP) services                                                                                                                           |    Annual                 |
|    21    |    90: Knowing   Your HIV Status    |    PMTCT_FO          |    Percentage of   final outcomes among HIV exposed infants registered in a birth cohort                                                                                                                                                                                         |    Annual                 |
|    22    |    90-90-90: Viral   Suppression    |    TX_RET            |    Percentage of adults and   children known to be on treatment 12 months after initiation of   antiretroviral therapy (Note: reporting 24 and 36 months is recommended, but optional)                                                                                           |    Annual                 |
|    23    |    90-90-90: Viral   Suppression    |    TX_PVLS           |    Percentage of ART patients with   a viral load result documented in the medical record and/or laboratory   information systems (LIS) within the past 12 months with a suppressed viral   load (<1000 copies/ml)                                                               |    Annual                 |
|    24    |    Health Systems                   |    HRH_PRE           |    Number of new health workers who   graduated from a pre-service training institution or program as a result of   PEPFAR-supported strengthening efforts, within the reporting period, by   select   cadre                                                                     |    Annual                 |
|    25    |    Health Systems                   |    HRH_CURR          |    Number of health worker   full-time equivalents who are working on any HIV-related activities i.e.   prevention, treatment and other HIV support and are receiving any type of   support from PEPFAR at facility and sites, community sites, and at the   above-site level    |    Annual                 |
|    26    |    Health Systems                   |    HRH_STAFF         |    Number of health worker   full-time equivalents who are working on any HIV-related activities i.e.   prevention, treatment and other HIV support at PEPFAR-supported facility   sites                                                                                         |    Annual                 |
|    27    |    Health Systems                   |    EMR_SITE          |    Number of   PEPFAR-supported facility-based service delivery points supported by your   organization that have an electronic medical   record system                                                                                                                          |    Annual                 |
|    28    |    Health Systems                   |    LAB_PTCQI         |    Number of laboratories and blood centers/banks:   A.  Engaged   in Continuous Quality Improvement (CQI) activities   B.  Audited   and achieved accreditation   C.  Performing   an HIV-related test and participating in and passing Proficiency Testing   (PT)              |    Annual                 |
|    29    |    Health Systems                   |    INVS_COMD         |    Number of HIV program related   commodities purchased and dollars spent in the last 12 months                                                                                                                                                                                 |    Annual                 |
","|          |    Program Area Group               |    Indicator Code    |    Indicator Name                                                                                                                                                                                                                                                                |    Reporting Frequency    |
|----------|-------------------------------------|----------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------|
|    1     |    Prevention                       |    PREP_NEW          |    Number of individuals who have   been newly enrolled on (oral) antiretroviral pre-exposure prophylaxis (PrEP)   to prevent HIV infection in the reporting period.                                                                                                             |    Quarterly              |
|    2     |    Prevention                       |    VMMC_CIRC         |    Number of males circumcised as   part of the voluntary medical male circumcision (VMMC) for   HIV   prevention program within the reporting period                                                                                                                            |    Quarterly              |
|    3     |    90: Knowing   Your HIV Status    |    HTS_TST           |    Number of   individuals who received HIV Testing Services (HTS) and received their test   results, disaggregated by HIV result                                                                                                                                                |    Quarterly              |
|    4     |    90: Knowing   Your HIV Status    |    PMTCT_STAT        |    Percentage of   pregnant women with known HIV status at antenatal care (includes those who   already knew their HIV status prior to ANC), disaggregated by HIV result                                                                                                         |    Quarterly              |
|    5     |    90: Knowing   Your HIV Status    |    PMTCT_EID         |    Percentage of infants born to   HIV-positive women who had a virologic HIV test done within 12 months of   birth, disaggregated by HIV result                                                                                                                                 |    Quarterly              |
|    6     |    90-90: On ART                    |    TX_NEW            |    Number of adults and children   newly enrolled on antiretroviral therapy (ART)                                                                                                                                                                                                |    Quarterly              |
|    7     |    90-90: On ART                    |    TX_CURR           |    Number of adults   and children currently receiving antiretroviral therapy (ART)                                                                                                                                                                                              |    Quarterly              |
|    8     |    90-90: On ART                    |    PMTCT_ART         |    Percentage of HIV-positive   pregnant women who received ART to reduce the risk of mother-to-   child-transmission (MTCT) during pregnancy                                                                                                                                    |    Quarterly              |
|    9     |    Prevention                       |    KP_PREV           |    Number of key populations   reached with individual and/or small group-level HIV prevention interventions   designed for the target   population                                                                                                                              |    Semi-Annual            |
|    10    |    Prevention                       |    PP_PREV           |    Number of the priority   populations (PP) reached with the standardized, evidence-based   intervention(s) required that are designed to promote the adoption of HIV   prevention behaviors and service uptake                                                                 |    Semi-Annual            |
|    11    |    Prevention                       |    TB_PREV           |    Proportion of ART patients who   completed a standard course of TB preventive therapy within the reporting   period                                                                                                                                                           |    Semi-Annual            |
|    12    |    90: Knowing   Your HIV Status    |    TB_STAT           |    Percentage of new and relapse TB   cases with documented HIV status, disaggregated by HIV   result                                                                                                                                                                            |    Semi-annual            |
|    13    |    90-90: On ART                    |    TB_ART            |    Percentage of   HIV-positive new and relapsed TB cases on ART during TB treatment                                                                                                                                                                                             |    Semi-Annual            |
|    14    |    90-90: On ART                    |    TX_TB             |    The proportion of   ART patients who were screened who are receiving TB treatment                                                                                                                                                                                             |    Semi-Annual            |
|    15    |    Prevention                       |    OVC_SERV          |    Number of beneficiaries served   by PEPFAR OVC programs for children and families affected by   HIV                                                                                                                                                                           |    Semi-Annual            |
|    16    |    90: Knowing   Your HIV Status    |    OVC_HIVSTAT       |    Percentage of orphans and   vulnerable children (<18 years old) with HIV status reported to   implementing partner (including status not   reported), disaggregated by status type                                                                                            |    Semi-Annual            |
|    17    |    Health Systems                   |    SC_STOCK          |    Percentage of   storage sites where commodities are stocked according to plan, by level in   supply   system                                                                                                                                                                  |    Semi-Annual            |
|    18    |    Prevention                       |    KP_MAT            |    Number of people   who inject drugs (PWID) on medication-assisted therapy (MAT)                                                                                                                                                                                               |    Annual                 |
|    19    |    Prevention                       |    GEND_GBV          |    Number of people receiving   post-gender based violence (GBV) clinical care based on the minimum package   NOTE: The indicator DOES NOT measure delivery of GBV prevention   activities.                                                                                      |    Annual                 |
|    20    |    Prevention                       |    FPINT_SITE        |    Number of HIV service delivery   points (SDP) at a site supported by PEPFAR that are providing integrated   voluntary family planning (FP) services                                                                                                                           |    Annual                 |
|    21    |    90: Knowing   Your HIV Status    |    PMTCT_FO          |    Percentage of   final outcomes among HIV exposed infants registered in a birth cohort                                                                                                                                                                                         |    Annual                 |
|    22    |    90-90-90: Viral   Suppression    |    TX_RET            |    Percentage of adults and   children known to be on treatment 12 months after initiation of   antiretroviral therapy (Note: reporting 24 and 36 months is recommended, but optional)                                                                                           |    Annual                 |
|    23    |    90-90-90: Viral   Suppression    |    TX_PVLS           |    Percentage of ART patients with   a viral load result documented in the medical record and/or laboratory   information systems (LIS) within the past 12 months with a suppressed viral   load (<1000 copies/ml)                                                               |    Annual                 |
|    24    |    Health Systems                   |    HRH_PRE           |    Number of new health workers who   graduated from a pre-service training institution or program as a result of   PEPFAR-supported strengthening efforts, within the reporting period, by   select   cadre                                                                     |    Annual                 |
|    25    |    Health Systems                   |    HRH_CURR          |    Number of health worker   full-time equivalents who are working on any HIV-related activities i.e.   prevention, treatment and other HIV support and are receiving any type of   support from PEPFAR at facility and sites, community sites, and at the   above-site level    |    Annual                 |
|    26    |    Health Systems                   |    HRH_STAFF         |    Number of health worker   full-time equivalents who are working on any HIV-related activities i.e.   prevention, treatment and other HIV support at PEPFAR-supported facility   sites                                                                                         |    Annual                 |
|    27    |    Health Systems                   |    EMR_SITE          |    Number of   PEPFAR-supported facility-based service delivery points supported by your   organization that have an electronic medical   record system                                                                                                                          |    Annual                 |
|    28    |    Health Systems                   |    LAB_PTCQI         |    Number of laboratories and blood centers/banks:   A.  Engaged   in Continuous Quality Improvement (CQI) activities   B.  Audited   and achieved accreditation   C.  Performing   an HIV-related test and participating in and passing Proficiency Testing   (PT)              |    Annual                 |
|    29    |    Health Systems                   |    INVS_COMD         |    Number of HIV program related   commodities purchased and dollars spent in the last 12 months                                                                                                                                                                                 |    Annual                 |",,
2.1,Adjustments from MER 2.0,Not specified,,FALSE,,,MER 2.0 Infographic,
2.1,Adjustments from MER 2.0,Not specified,How to read the Indicator Reference Sheet,FALSE,"All indicators are in a standard format in order to easily understand them. Please use this layout as a reference guide to understand how to read the reference sheets.

|    Indicator Name                                                                                                                                                                                                                                                                                                                                    |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|    **Description:**                               |    _Long name of the indicator_                                                                                                                                                                                                                                                                        |
|    **Numerator:**                                 |    _Long name of the numerator_                                                                                 |    _Additional       information                         about                         numerator   definition_                                                                         |
|    **Denominator**                                |    _Long name of the denominator_                                                                               |    _Additional information about denominator   definition_                                                                                                                             |
|    **MER 1.0 to 2.0 Change**                      |    _Highlighting differences from MER 1.0 to   2.0_                                                                                                                                                                                                                                                    |
|    **How to use:**                                |    _How is data used to monitor the PEPFAR   program_                                                                                                                                                                                                                                                  |
|    **How to collect:**                            |    _How is the data collected (highlight data source, issues with double   counting and important components of data collection that ensure data   quality) (In general this is in the old MER reference sheets but might be   duplicated multiple times and so   the language can get cleaned up._    |
|    **EA & SIMS   considerations**                 |    _Key considerations between MER and other routinely collected PEPFAR   data streams_                                                                                                                                                                                                                |
|    **Reporting level**                            |    _Reported at facility, community,_                                                                                                                                                                                                                                                                  |
|    **How often to report:**                       |    From the quick reference guide                                                                                                                                                                                                                                                                    |
|    **How to review for data quality:**            |    _Look at SOP from DATIM training for any   info_                                                                                                                                                                                                                                                    |
|    **How to calculate annual total:**             |    _From the quick reference guide_                                                                                                                                                                                                                                                                    |
|    **Data Elements (Components of indicator)**    |    **Numerator:**   _Long name of   the   numerator_                                       |    **Disaggregate   Groups**                                        |    **Disaggregates**                                            |    **Description   of   Disaggregate**                                            |
|                                               |                                                                                      |                                                                 |                                                             |                                                                               |
|                                               |    **Denominator _(Optional)_** _Long name of the   denominator:_                            |    **Disaggregate   Groups**                                        |    **Disaggregates**                                            |    **Description   of   Disaggregate**                                            |
|                                               |                                                                                      |                                                                 |                                                             |                                                                               |
|    **PEPFAR Support definition**                  |    Only list what is different from the   standard DSD vs TA definition                                                                                                                                                                                                                              |
|    **DREAMS Local Areas   Specific Guidance**     |    Only list what is different in DREAMS   SNU’s than in other SNUs                                                                                                                                                                                                                                  |","|    Indicator Name                                                                                                                                                                                                                                                                                                                                    |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|    **Description:**                               |    _Long name of the indicator_                                                                                                                                                                                                                                                                        |
|    **Numerator:**                                 |    _Long name of the numerator_                                                                                 |    _Additional       information                         about                         numerator   definition_                                                                         |
|    **Denominator**                                |    _Long name of the denominator_                                                                               |    _Additional information about denominator   definition_                                                                                                                             |
|    **MER 1.0 to 2.0 Change**                      |    _Highlighting differences from MER 1.0 to   2.0_                                                                                                                                                                                                                                                    |
|    **How to use:**                                |    _How is data used to monitor the PEPFAR   program_                                                                                                                                                                                                                                                  |
|    **How to collect:**                            |    _How is the data collected (highlight data source, issues with double   counting and important components of data collection that ensure data   quality) (In general this is in the old MER reference sheets but might be   duplicated multiple times and so   the language can get cleaned up._    |
|    **EA & SIMS   considerations**                 |    _Key considerations between MER and other routinely collected PEPFAR   data streams_                                                                                                                                                                                                                |
|    **Reporting level**                            |    _Reported at facility, community,_                                                                                                                                                                                                                                                                  |
|    **How often to report:**                       |    From the quick reference guide                                                                                                                                                                                                                                                                    |
|    **How to review for data quality:**            |    _Look at SOP from DATIM training for any   info_                                                                                                                                                                                                                                                    |
|    **How to calculate annual total:**             |    _From the quick reference guide_                                                                                                                                                                                                                                                                    |
|    **Data Elements (Components of indicator)**    |    **Numerator:**   _Long name of   the   numerator_                                       |    **Disaggregate   Groups**                                        |    **Disaggregates**                                            |    **Description   of   Disaggregate**                                            |
|                                               |                                                                                      |                                                                 |                                                             |                                                                               |
|                                               |    **Denominator _(Optional)_** _Long name of the   denominator:_                            |    **Disaggregate   Groups**                                        |    **Disaggregates**                                            |    **Description   of   Disaggregate**                                            |
|                                               |                                                                                      |                                                                 |                                                             |                                                                               |
|    **PEPFAR Support definition**                  |    Only list what is different from the   standard DSD vs TA definition                                                                                                                                                                                                                              |
|    **DREAMS Local Areas   Specific Guidance**     |    Only list what is different in DREAMS   SNU’s than in other SNUs                                                                                                                                                                                                                                  |",,
2,Adjustments from MER 1.0,Not specified,Disaggregated monitoring,FALSE,"There are 3 categories of MER indicator disaggregations for the MER 2.0, which can be seen in the indicator reference sheets and the data entry screens.
1. **Required**, this indicates that this indicator disaggregate is required for all countries that have programming for this area. Which includes means that the country supports a program area, defined by budget and targets set during the COP process -- then it is required that there also be results. Required program indicators may consist of both DSD and TA results.
2. **Conditional** indicator disaggregates include those for which some additional condition must be filled. In MER 2.0 there are no full indicators that are conditional, but only additional disaggregations that are conditional on additional funding and / or programming. In MER 2.0 there are two main
types of conditional indicator disaggregation’s; 1) having received additional funds for special programming, i.e., DREAMS funds or 2 having received permission for you SI advisor to complete coarse age disaggregations instead of the finer. This is conditional on approval from S/GAC.
3. **Optional** indicator disaggregates, should be completed by those for which the indicators is useful to determine the success of their program (e.g., KP National and Subnational data) or for which the partner has strong methodological sources (KP catchment area -denominator) or for which it is both relevant and safe to enter the data at the site and/or community level (KP disaggregations for TX_NEW, HTS_TST, please see additional guidance on Key populations changes).
",,,
2,Adjustments from MER 1.0,Not specified,Key Population,FALSE,"In order to better understand the HIV epidemic among key populations and program response, there have been several substantial changes to the data collection for key populations. These changes have positively affected both the KP and PP prevention program indicators as well as the clinical cascade indicators.
For the prevention program, to align PEPFAR indicators better with WHO and UNAIDS, the key populations have been separated MSM and transgender and added Prisoners and other people living in enclosed places.
Where appropriate these key population have also been added as disaggregations to indicators in the clinical cascade including, HTS_TST and TX_NEW. These were not added to TX_CURR or TX_RET or TX_PVLS, specifically as identifying as KP may not be life-long and may change over time and therefore not possible to collect retrospectively. Additional KPs were added as a disaggregation for the PrEP_NEW indicator. To better determine the KPs of interest for each indicator, please review Appendix 1, the key population classification document.
",,,
2,Adjustments from MER 1.0,Not specified,TB/HIV,FALSE,"The TB indicators have been enhanced this year to better correspond to global changes in TB policy and to better reflect the increasing emphasis on outcome. We have maintained TB_STAT and have added a disaggregate to TX_NEW and TB_ART to identify the number of new patients who have TB at the time of enrollment. These will allow us to characterize the HIV testing of TB patients, and the linkage to HIV treatment. Elements of TB_SCREEN have been transformed into a new indicator, TX_TB, which will allow us to document the number of patients who are screened for TB, and the proportion of those who are eventually started on TB therapy. Corresponding to the sharper focus of the End TB Strategy, and the emphasis on TB prevention, we have transformed TB_IPT into a new indicator, TB_PREV, which will now be required. By identifying the proportion that completes or is maintained on continuous preventive therapy, we will be able to monitor relevant outcomes, rather than just the number that initiate TB preventive therapy. These indicators will allow us to document the care cascade from TB screening to the desired outcomes: TB therapy or TB preventive therapy.",,,
2,Adjustments from MER 1.0,Not specified,Host Country National Program,FALSE,"Monitoring host country HIV program response is critical to understand the achievements and gaps in HIV programs in National and subnational context and by population. These data are used to inform PEPFAR programs and guide PEPFAR resources at all levels. The key program areas for monitoring host country targets and results are: prevention of mother to child transmission programs, key populations, voluntary male medical circumcision and HIV diagnosis and treatment, including viral suppression.",,,
2,Adjustments from MER 1.0,Not specified,Host Country National Results,FALSE,"At Q4 of the USG fiscal year, results from the host national systems should be reported up until the month recent month of collection. These may not align with end USG fiscal year results.
These data should be collected continuously at the subnational level as part of service delivery areas. Data should be in line with GARPR and UNAIDS data, although may differ due to different reporting periods. Results should be consistently reported on the same time period to be able to monitor trends over time.
",,,
2,Adjustments from MER 1.0,Not specified,Host Country National Targets,FALSE,"Developing targets for the next year (FY2017) at the national and subnational data is an important step in understanding the national program and determining geographic investments (including host country, Global Fund and other donors). When PEPFAR better understands the target the national program setting process, then it is better placed to support the program and to fill necessary impactful programmatic gaps. Please describe the target setting process that the host country employs in the narratives and partnering donors).",,,
2,Adjustments from MER 1.0,Not specified,Host Country Subnational Targets and Results,FALSE,"Data are needed from both the National and subnational level. The subnational level is considered that in which the country team has prioritized their program (PSNU). This data should be entered for all subnational unit, regardless of PEPFAR funding supporting these geographical area; so that the total of the subnational results or targets should equal the total number of National results and targets.",,,
2,Adjustments from MER 1.0,Not specified,SIMS in relation to MER 2.0,FALSE,"SIMS evaluates the quality of service delivery or program oversight to identify performance issues that may impact patient outcomes or the integrity of reporting for MER targets or disaggregates. Low final scores (reds and yellows) from these CEEs highlight potential issues with service delivery, site performance or oversight, and/or documentation of patient results. The SIMS 2.0 Linkage Reference Table provides a listing of all SIMS 2.0 CEEs that have been directly linked to a given MER indicator; linkage data may be used for data triangulation activities to inform and contextualize MER results.",,,
2,Adjustments from MER 1.0,Not specified,Expenditure Analysis (EA) & MER 2.0 Alignment,FALSE,"PEPFAR Expenditure Analysis (EA) is conducted annually in order to better understand the costs the USG incurs to provide a broad range of HIV services and support and subsequently use this information to improve program planning. Additional information about  EA methodology, process, and timeline  can be found in the EA annual Guidance. PEPFAR results reported through the MER are linked to EA  program areas to calculate a “unit expenditure” (UE). The UE represents the amount (in USD) PEPFAR spent per beneficiary reached within a program area tied to the relevant indicator. Unit expenditures are only calculated when appropriate indicators are available and align with EA expenditure reporting, and therefore EA uses only a selection of MER indicators.
The general framework of EA-MER underscores 1) The benefit of logic checks that ensure consistency and completeness in MER reporting within and across partners in an OU, and 2) that reporting to EA and MER are aligned – i.e. expenditures are reported in the same locations (at EA SNU level, typically district or province) and program areas in which results are reported (please note: expenditures can also be reported in SNUs and/or program areas in which results are not reported).
",,,
